id_municipio,municipio_nome,id,unidade
3549003,São Francisco,317,URAE 1 - Sudeste
3549102,São João da Boa Vista,318,URAE 1 - Sudeste
3549201,São João das Duas Pontes,319,URAE 1 - Sudeste
3549250,São João de Iracema,116,URAE 4 - Norte
3549300,São João do Pau d'Alho,89,URAE 2 - Centro
3549409,São Joaquim da Barra,117,URAE 4 - Norte
3549508,São José da Bela Vista,118,URAE 4 - Norte
3549607,São José do Barreiro,31,URAE 3 - Leste
3549706,São José do Rio Pardo,119,URAE 4 - Norte
3549805,São José do Rio Preto,120,URAE 4 - Norte
3549904,São José dos Campos,320,URAE 1 - Sudeste
3549953,São Lourenço da Serra,321,URAE 1 - Sudeste
3550001,São Luís do Paraitinga,322,URAE 1 - Sudeste
3550100,São Manuel,323,URAE 1 - Sudeste
3550209,São Miguel Arcanjo,324,URAE 1 - Sudeste
3550308,São Paulo,325,URAE 1 - Sudeste
3550407,São Pedro,90,URAE 2 - Centro
3550506,São Pedro do Turvo,91,URAE 2 - Centro
3550605,São Roque,326,URAE 1 - Sudeste
3550704,São Sebastião,327,URAE 1 - Sudeste
3550803,São Sebastião da Grama,121,URAE 4 - Norte
3550902,São Simão,122,URAE 4 - Norte
3551009,São Vicente,328,URAE 1 - Sudeste
3551108,Sarapuí,329,URAE 1 - Sudeste
3551207,Sarutaiá,330,URAE 1 - Sudeste
3551306,Sebastianópolis do Sul,331,URAE 1 - Sudeste
3551405,Serra Azul,332,URAE 1 - Sudeste
3551603,Serra Negra,333,URAE 1 - Sudeste
3551504,Serrana,123,URAE 4 - Norte
3551702,Sertãozinho,124,URAE 4 - Norte
3551801,Sete Barras,334,URAE 1 - Sudeste
3551900,Severínia,125,URAE 4 - Norte
3552007,Silveiras,335,URAE 1 - Sudeste
3552106,Socorro,126,URAE 4 - Norte
3552205,Sorocaba,92,URAE 2 - Centro
3552304,Sud Mennucci,336,URAE 1 - Sudeste
3552403,Sumaré,32,URAE 3 - Leste
3552551,Suzanápolis,127,URAE 4 - Norte
3552502,Suzano,337,URAE 1 - Sudeste
3552601,Tabapuã,128,URAE 4 - Norte
3552700,Tabatinga,93,URAE 2 - Centro
3552809,Taboão da Serra,338,URAE 1 - Sudeste
3552908,Taciba,339,URAE 1 - Sudeste
3553005,Taguaí,340,URAE 1 - Sudeste
3553104,Taiaçu,129,URAE 4 - Norte
3553203,Taiúva,130,URAE 4 - Norte
3553302,Tambaú,131,URAE 4 - Norte
3553401,Tanabi,132,URAE 4 - Norte
3553500,Tapiraí,341,URAE 1 - Sudeste
3553609,Tapiratiba,342,URAE 1 - Sudeste
3553658,Taquaral,133,URAE 4 - Norte
3553708,Taquaritinga,134,URAE 4 - Norte
3553807,Taquarituba,343,URAE 1 - Sudeste
3553856,Taquarivaí,344,URAE 1 - Sudeste
3553906,Tarabai,345,URAE 1 - Sudeste
3553955,Tarumã,346,URAE 1 - Sudeste
3554003,Tatuí,347,URAE 1 - Sudeste
3554102,Taubaté,348,URAE 1 - Sudeste
3554201,Tejupá,349,URAE 1 - Sudeste
3554300,Teodoro Sampaio,350,URAE 1 - Sudeste
3554409,Terra Roxa,351,URAE 1 - Sudeste
3554508,Tietê,94,URAE 2 - Centro
3554607,Timburi,352,URAE 1 - Sudeste
3554656,Torre de Pedra,353,URAE 1 - Sudeste
3554706,Torrinha,354,URAE 1 - Sudeste
3554755,Trabiju,95,URAE 2 - Centro
3554805,Tremembé,355,URAE 1 - Sudeste
3554904,Três Fronteiras,356,URAE 1 - Sudeste
3554953,Tuiuti,33,URAE 3 - Leste
3555000,Tupã,357,URAE 1 - Sudeste
3555109,Tupi Paulista,96,URAE 2 - Centro
3555208,Turiúba,358,URAE 1 - Sudeste
3555307,Turmalina,359,URAE 1 - Sudeste
3555356,Ubarana,135,URAE 4 - Norte
3555406,Ubatuba,360,URAE 1 - Sudeste
3555505,Ubirajara,361,URAE 1 - Sudeste
3555604,Uchoa,136,URAE 4 - Norte
3555703,União Paulista,362,URAE 1 - Sudeste
3555802,Urânia,363,URAE 1 - Sudeste
3555901,Uru,364,URAE 1 - Sudeste
3556008,Urupês,137,URAE 4 - Norte
3556107,Valentim Gentil,365,URAE 1 - Sudeste
3556206,Valinhos,34,URAE 3 - Leste
3556305,Valparaíso,138,URAE 4 - Norte
3556354,Vargem,366,URAE 1 - Sudeste
3556404,Vargem Grande do Sul,139,URAE 4 - Norte
3556453,Vargem Grande Paulista,367,URAE 1 - Sudeste
3556503,Várzea Paulista,368,URAE 1 - Sudeste
3556602,Vera Cruz,97,URAE 2 - Centro
3556701,Vinhedo,35,URAE 3 - Leste
3556800,Viradouro,140,URAE 4 - Norte
3556909,Vista Alegre do Alto,141,URAE 4 - Norte
3556958,Vitória Brasil,369,URAE 1 - Sudeste
3557006,Votorantim,98,URAE 2 - Centro
3557105,Votuporanga,142,URAE 4 - Norte
3557154,Zacarias,370,URAE 1 - Sudeste
